V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
-0.792222322141946,0.6785657708622421,-0.0120016882456641,-2.4985776763385497,2.26086766122408,3.1864671813618304,0.0574016599829189,0.958554663746905,0.045166802183712,-0.365060399036804,-0.24039536629810102,-0.226568124374292,-0.0775811256674376,0.0250814146407531,0.7158981507149179,0.9100738335690409,-1.18289605525446,0.0865751923885357,-0.34416191766616394,0.284990514949633,-0.166558142704157,-0.517779890830398,-0.0902814007689478,1.0329450085963399,-0.13090396049991498,0.738931719182322,0.36729655502934905,0.2319842164897,11.53
-2.8716453274021103,1.73880949784859,-1.081046805179,-2.87521916308169,-0.0343191540663179,-0.6778066339513679,-0.20639430668328698,-1.10462100332237,1.83339254550502,0.716049273309136,0.089358268710829,0.172941746534004,-1.4508504118488703,0.686804172322787,0.623120422658083,-0.0912963929749264,-0.538465152547144,0.8286600927388929,1.19467527576991,0.0268731914386556,1.2675493862821399,-0.517542354130673,0.26640209099135703,-0.8687919998143421,0.44820683383553994,-0.0117510740506281,0.988382120928246,0.58500119524217,1.0
-0.9653525083407142,2.0382951602638,1.07283673911965,2.76986918996084,-0.0485941102495438,-0.21993179927718803,1.0550482774793801,0.051954678838942,-2.21997992479377,0.545165575332462,-0.43403438579655795,0.18888064318154202,1.2616867751986798,0.531910976497089,0.8548712602873979,-0.35160636234032305,0.26601437286371,-0.24199250377775502,0.957426167859115,0.0475096705347353,0.12195645712994801,0.228293429068733,-0.294687260397362,0.4493969767304579,0.474091136827065,0.32752746786985604,-0.302131111488207,-0.0107664959271841,67.46
-0.443820817670056,0.0707816716091211,2.03854571991569,-1.51541734642373,-0.133100690645335,-0.33071968417662895,0.48278727353845796,-0.90414830161983,-0.558080426878247,1.22054384398319,-0.37734252446213795,-0.726235640931888,1.45567191714663,-1.4998163041539498,0.8167929432058759,1.0539263372039,-0.459131334518144,-0.967739830769506,0.7063622371666222,0.293020367425757,0.24049335033855104,1.10459253491805,-0.32497848776873806,-0.0516637077826838,-0.00463535335741461,-0.24917583665072102,-0.9221128308084421,-0.59947883643954,15.8
-0.9822356446782079,0.6828200725540761,1.9668882272463502,0.21791062411524803,-0.38069959609085796,-0.270866266696041,0.364188839823096,-0.0920893868241086,0.31646282396135306,-0.27608084928493,-0.7174049134375401,0.621147792239187,1.04526814054263,-0.8014469985021171,-0.23354433813574801,-0.241616809376902,-0.21813972018381397,-0.155093839483692,0.134095075366116,-0.0284279705219523,0.129913677515242,0.806686660134959,-0.24259677760471898,0.49774730923394106,-0.18628869419701102,0.356812649766246,-0.55305883982503,-0.402389334449692,29.9
1.07669964934738,0.136318699223954,1.45956758846995,2.7542052999126803,-0.6428234624464411,0.681681495683721,-0.64358516806686,0.35430861868432395,0.32571997233377503,0.40661020867265096,-0.999837208990072,0.00102691175192051,-0.7704427527801271,-0.35409441383189394,-0.5737105617411811,0.0789753720182086,0.12216634382472999,-0.812831361258335,-0.962203729624461,-0.253816150364729,-0.18260544931890196,-0.30274328842001,0.10353340906923501,0.0547462798726608,0.22555209844086,-0.059310632254080994,0.0552426527860942,0.0288153390186768,0.0
-4.673230766420111,4.19597576169878,-8.39242279138696,7.74321514676806,-1.13880348895329,-2.09489915490422,-3.83948656727606,0.543053447590367,-1.52844823748652,-2.32511344137919,4.3557700196603,-8.66303057554101,-1.15399252804132,-13.4817046750119,1.2084538572717098,-4.2879598386499795,-5.65176527245489,-1.2358892552612901,1.08013289303778,-0.180278730628939,0.55418499648198,0.656075670157296,0.482417262428348,-0.624399456794724,-0.29628855843657104,0.374802036063765,-2.6785437691689,0.41236756710948497,1.0
-0.6447115166515689,0.662711242694668,1.4889309279997,1.2993528234523601,0.09151904456264802,0.19537710758812196,0.46980505582915,0.29843564319952803,-0.41932788152050204,0.0745616504611916,1.08580830475897,0.38206966336922793,-1.26778258922516,0.436118867742119,-0.380324823946213,-1.03324050193977,0.5115429832111671,-0.10931313573843099,0.934780339842625,0.198551247296208,0.0542756607635519,0.326933084154839,-0.008161644785227521,0.203423703227809,-0.159352493367388,-0.25092787308845005,0.40073968325003706,0.19996977796059898,46.77
-0.445046641706016,1.08970364358097,0.967707297810938,0.917222308137908,0.549493651247522,-0.7941244517795999,0.9619706789186229,-0.18803200805350895,-0.82769590686457,-0.10008011602169599,-0.0217536784002028,-0.0466542452328884,-0.323854163368086,0.589542413694225,1.0449562818554698,-0.980997210860325,0.332542673761043,-0.6361683974135179,0.0769165614429873,-0.0808379974410052,0.199588602647176,0.5959040538042171,-0.116816858465558,0.418544731100923,-0.22400264692928,-0.30530185491324996,0.0223093637886539,0.174876943927194,1.0
-5.85246510836535,5.26737615027487,-1.76189493465506,-1.4412500632915801,-0.9885289676997919,-0.672186731638122,0.0757596688257982,0.7741981525955149,3.58011219757556,6.51077922624328,1.27649568640297,0.8370574290616949,0.377257167885103,-1.6148092228264699,0.534728164472352,0.41667322113896793,-0.541827809557359,0.228258298491221,-0.24387898163086802,2.98326208117253,-0.9109103321818399,-1.2049884865299598,0.215766032254529,-0.498065935290428,1.12591800795993,0.20144973734209,2.46886710141905,1.57308358371323,8.97
